# Detector	X	Y
G58	120	60
G59	110	60
G60	100	60
G61	90	60
G62	80	60
G63	70	60
G64	60	60
G65	50	60
G66	40	60
G67	30	60
G68	20	60
G69	10	60
G70	0	60
H1	690	70
H2	680	70
H3	670	70
H4	660	70
H5	650	70
H6	640	70
H7	630	70
H8	620	70
H9	610	70
H10	600	70
H11	590	70
H12	580	70
H13	570	70
H14	560	70
H15	550	70
H16	540	70
H17	530	70
H18	520	70
H19	510	70
H20	500	70
H21	490	70
H22	480	70
H23	470	70
H24	460	70
H25	450	70
H26	440	70
H27	430	70
H28	420	70
H29	410	70
H30	400	70
H31	390	70
H32	380	70
H33	370	70
H34	360	70
H35	350	70
H36	340	70
H37	330	70
H38	320	70
H39	310	70
H40	300	70
H41	290	70
H42	280	70
H43	270	70
H44	260	70
H45	250	70
H46	240	70
H47	230	70
H48	220	70
H49	210	70
H50	200	70
H51	190	70
H52	180	70
H53	170	70
H54	160	70
H55	150	70
H56	140	70
H57	130	70
H58	120	70
H59	110	70
H60	100	70
H61	90	70
H62	80	70
H63	70	70
H64	60	70
H65	50	70
H66	40	70
H67	30	70
H68	20	70
H69	10	70
H70	0	70
I1	690	80
I2	680	80
I3	670	80
I4	660	80
I5	650	80
I6	640	80
I7	630	80
I8	620	80
I9	610	80
I10	600	80
I11	590	80
I12	580	80
I13	570	80
I14	560	80
I15	550	80
I16	540	80
I17	530	80
I18	520	80
I19	510	80
I20	500	80
I21	490	80
I22	480	80
I23	470	80
I24	460	80
I25	450	80
I26	440	80
I27	430	80
I28	420	80
I29	410	80
I30	400	80
I31	390	80
I32	380	80
I33	370	80
I34	360	80
I35	350	80
I36	340	80
I37	330	80
I38	320	80
I39	310	80
I40	300	80
I41	290	80
I42	280	80
I43	270	80
I44	260	80
I45	250	80
I46	240	80
I47	230	80
I48	220	80
I49	210	80
I50	200	80
I51	190	80
I52	180	80
I53	170	80
I54	160	80
I55	150	80
I56	140	80
I57	130	80
I58	120	80
I59	110	80
I60	100	80
I61	90	80
I62	80	80
I63	70	80
I64	60	80
I65	50	80
I66	40	80
I67	30	80
I68	20	80
I69	10	80
I70	0	80
