INDV1,INDV2,N_AaAa,N_AAaa,N1_Aa,N2_Aa,RELATEDNESS_PHI
S0171,S0007,20,2,59,30,0.179775
S0171,S0008,23,0,59,38,0.237113
S0171,S0009,21,3,59,28,0.172414
S0171,S0015,38,1,59,56,0.313043
S0171,S0016,27,1,59,40,0.252525
S0171,S0017,28,2,59,40,0.242424
S0171,S0018,42,1,59,57,0.344828
S0171,S0019,27,0,59,38,0.278351
S0171,S0020,29,4,59,38,0.216495
S0171,S0021,25,5,59,33,0.163043
S0171,S0025,33,3,59,44,0.262136
S0171,S0026,28,3,59,33,0.23913
S0171,S0027,27,3,59,37,0.21875
S0171,S0028,29,2,59,40,0.252525
S0171,S0029,21,1,59,32,0.208791
S0171,S0030,22,1,59,31,0.222222
S0171,S0031,28,2,59,34,0.258065
S0171,S0032,29,3,59,43,0.22549
S0171,S0033,29,1,59,38,0.278351
S0171,S0037,33,1,59,45,0.298077
S0171,S0038,27,0,59,32,0.296703
S0171,S0039,25,4,59,34,0.182796
S0171,S0040,26,1,59,36,0.252632
S0171,S0041,31,2,59,45,0.259615
S0171,S0042,30,3,59,40,0.242424
S0171,S0043,41,1,59,51,0.354545
S0171,S0044,23,1,59,33,0.228261
S0171,S0045,27,1,59,38,0.257732
S0171,S0051,18,3,59,24,0.144578
S0171,S0052,25,4,59,36,0.178947
S0171,S0053,21,2,59,27,0.197674
S0171,S0054,37,0,59,50,0.33945
S0171,S0055,22,0,59,35,0.234043
S0171,S0056,20,5,59,28,0.114943
S0171,S0057,23,3,59,33,0.184783
S0171,S0062,29,3,59,38,0.237113
S0171,S0063,29,2,59,38,0.257732
S0171,S0065,26,2,59,36,0.231579
S0171,S0066,31,3,59,44,0.242718
S0171,S0068,31,3,59,44,0.242718
S0171,S0069,26,3,59,36,0.210526
S0171,S0073,23,1,59,38,0.216495
S0171,S0074,16,1,59,29,0.159091
S0171,S0075,26,0,59,40,0.262626
S0171,S0076,22,2,59,31,0.2
S0171,S0077,21,4,59,26,0.152941
S0171,S0078,30,0,59,45,0.288462
S0171,S0079,27,1,59,38,0.257732
S0171,S0080,31,1,59,41,0.29
S0171,S0081,33,2,59,45,0.278846
S0171,S0085,26,1,59,32,0.263736
S0171,S0087,29,2,59,35,0.265957
S0171,S0088,21,3,59,29,0.170455
S0171,S0089,40,3,59,48,0.317757
S0171,S0090,27,3,59,35,0.223404
S0171,S0091,29,1,59,39,0.27551
S0171,S0092,26,4,59,35,0.191489
S0171,S0093,29,1,59,40,0.272727
S0171,S0099,24,1,59,35,0.234043
S0171,S0101,30,1,59,39,0.285714
S0171,S0102,23,0,59,37,0.239583
S0171,S0103,29,0,59,38,0.298969
S0171,S0104,26,2,59,35,0.234043
S0171,S0105,33,0,59,45,0.317308
S0171,S0110,35,1,59,49,0.305556
S0171,S0111,29,3,59,42,0.227723
S0171,S0112,40,0,59,49,0.37037
S0171,S0113,24,0,59,32,0.263736
S0171,S0114,29,2,59,40,0.252525
S0171,S0116,23,5,59,28,0.149425
S0171,S0117,22,0,59,29,0.25
S0171,S0121,45,0,59,68,0.354331
S0171,S0123,32,2,59,43,0.27451
S0171,S0124,34,0,59,47,0.320755
S0171,S0125,19,1,59,25,0.202381
S0171,S0126,30,3,59,34,0.258065
S0171,S0127,23,3,59,32,0.186813
S0171,S0128,27,3,59,37,0.21875
S0171,S0129,28,4,59,35,0.212766
S0171,S0134,31,3,59,47,0.235849
S0171,S0135,28,3,59,36,0.231579
S0171,S0136,20,4,59,28,0.137931
S0171,S0137,30,2,59,38,0.268041
S0171,S0138,28,1,59,36,0.273684
S0171,S0139,23,4,59,37,0.15625
S0171,S0141,23,2,59,35,0.202128
S0171,S0146,34,1,59,45,0.307692
S0171,S0147,23,3,59,32,0.186813
S0171,S0148,30,3,59,40,0.242424
S0171,S0150,26,2,59,31,0.244444
S0171,S0151,27,0,59,40,0.272727
S0171,S0152,20,0,59,27,0.232558
S0171,S0153,29,1,59,37,0.28125
S0171,S0157,28,2,59,34,0.258065
S0171,S0158,27,2,59,35,0.244681
S0171,S0159,24,2,59,35,0.212766
S0171,S0161,29,2,59,35,0.265957
S0171,S0162,30,2,59,34,0.27957
S0171,S0163,27,4,59,38,0.195876
S0171,S0164,29,0,59,40,0.292929
S0171,S0165,28,2,59,39,0.244898
S0171,S0169,26,4,59,35,0.191489
S0171,S0170,26,3,59,34,0.215054
S0171,S0171,59,0,59,59,0.5
S0171,S0172,35,3,59,45,0.278846
S0171,S0173,37,3,59,43,0.303922
S0171,S0174,35,0,59,43,0.343137
S0171,S0175,24,0,59,26,0.282353
S0171,S0176,28,0,59,46,0.266667
S0171,S0177,28,0,59,33,0.304348
S0171,S0181,24,4,59,32,0.175824
S0171,S0182,30,0,59,41,0.3
S0171,S0183,27,2,59,46,0.219048
S0171,S0184,34,2,59,44,0.291262
S0171,S0185,14,3,59,25,0.0952381
S0171,S0186,25,2,59,37,0.21875
S0171,S0187,25,0,59,31,0.277778
S0171,S0188,20,2,59,30,0.179775
S0171,S0189,28,0,59,40,0.282828
S0172,S0001,24,1,45,34,0.278481
S0172,S0002,39,0,45,70,0.33913
S0172,S0004,16,7,45,31,0.0263158
S0172,S0005,23,3,45,44,0.191011
S0172,S0006,28,0,45,43,0.318182
S0172,S0007,19,8,45,30,0.04
S0172,S0008,25,6,45,38,0.156627
S0172,S0009,21,3,45,28,0.205479
S0172,S0015,30,0,45,56,0.29703
S0172,S0016,20,2,45,40,0.188235
S0172,S0017,27,2,45,40,0.270588
S0172,S0018,30,0,45,57,0.294118
S0172,S0019,24,0,45,38,0.289157
S0172,S0020,23,3,45,38,0.204819
S0172,S0021,25,3,45,33,0.24359
S0172,S0025,24,5,45,44,0.157303
S0172,S0026,18,6,45,33,0.0769231
S0172,S0027,24,7,45,37,0.121951
S0172,S0028,26,1,45,40,0.282353
S0172,S0029,20,7,45,32,0.0779221
S0172,S0030,18,9,45,31,0
S0172,S0031,20,6,45,34,0.101266
S0172,S0032,20,2,45,43,0.181818
S0172,S0033,27,7,45,38,0.156627
S0172,S0037,24,4,45,45,0.177778
S0172,S0038,20,5,45,32,0.12987
S0172,S0039,19,9,45,34,0.0126582
S0172,S0040,22,7,45,36,0.0987654
S0172,S0041,28,3,45,45,0.244444
S0172,S0042,23,9,45,40,0.0588235
S0172,S0043,25,4,45,51,0.177083
S0172,S0044,18,6,45,33,0.0769231
S0172,S0045,20,10,45,38,0
S0172,S0051,17,10,45,24,-0.0434783
S0172,S0052,20,5,45,36,0.123457
S0172,S0053,17,6,45,27,0.0694444
S0172,S0054,30,4,45,50,0.231579
S0172,S0055,16,3,45,35,0.125
S0172,S0056,19,6,45,28,0.0958904
S0172,S0057,16,6,45,33,0.0512821
S0172,S0062,22,4,45,38,0.168675
S0172,S0063,24,5,45,38,0.168675
S0172,S0065,21,7,45,36,0.0864198
S0172,S0066,27,3,45,44,0.235955
S0172,S0068,26,2,45,44,0.247191
S0172,S0069,21,4,45,36,0.160494
S0172,S0073,22,0,45,38,0.26506
S0172,S0074,13,8,45,29,-0.0405405
S0172,S0075,26,3,45,40,0.235294
S0172,S0076,17,5,45,31,0.0921053
S0172,S0077,17,4,45,26,0.126761
S0172,S0078,29,5,45,45,0.211111
S0172,S0079,25,7,45,38,0.13253
S0172,S0080,20,1,45,41,0.209302
S0172,S0081,24,5,45,45,0.155556
S0172,S0085,17,2,45,32,0.168831
S0172,S0087,22,4,45,35,0.175
S0172,S0088,14,2,45,29,0.135135
S0172,S0089,26,0,45,48,0.27957
S0172,S0090,25,5,45,35,0.1875
S0172,S0091,22,4,45,39,0.166667
S0172,S0092,27,6,45,35,0.1875
S0172,S0093,22,2,45,40,0.211765
S0172,S0099,22,5,45,35,0.15
S0172,S0101,21,2,45,39,0.202381
S0172,S0102,22,2,45,37,0.219512
S0172,S0103,24,6,45,38,0.144578
S0172,S0104,21,7,45,35,0.0875
S0172,S0105,25,7,45,45,0.122222
S0172,S0110,28,2,45,49,0.255319
S0172,S0111,24,7,45,42,0.114943
S0172,S0112,28,2,45,49,0.255319
S0172,S0113,16,2,45,32,0.155844
S0172,S0114,25,5,45,40,0.176471
S0172,S0116,17,8,45,28,0.0136986
S0172,S0117,19,5,45,29,0.121622
S0172,S0121,36,0,45,68,0.318584
S0172,S0123,28,8,45,43,0.136364
S0172,S0124,29,3,45,47,0.25
S0172,S0125,13,8,45,25,-0.0428571
S0172,S0126,23,1,45,34,0.265823
S0172,S0127,22,9,45,32,0.0519481
S0172,S0128,18,3,45,37,0.146341
S0172,S0129,21,7,45,35,0.0875
S0172,S0134,26,0,45,47,0.282609
S0172,S0135,23,9,45,36,0.0617284
S0172,S0136,15,3,45,28,0.123288
S0172,S0137,22,4,45,38,0.168675
S0172,S0138,20,4,45,36,0.148148
S0172,S0139,15,5,45,37,0.0609756
S0172,S0141,21,0,45,35,0.2625
S0172,S0146,28,3,45,45,0.244444
S0172,S0147,20,7,45,32,0.0779221
S0172,S0148,27,3,45,40,0.247059
S0172,S0150,18,2,45,31,0.184211
S0172,S0151,22,2,45,40,0.211765
S0172,S0152,18,4,45,27,0.138889
S0172,S0153,20,4,45,37,0.146341
S0172,S0157,22,8,45,34,0.0759494
S0172,S0158,22,6,45,35,0.125
S0172,S0159,25,3,45,35,0.2375
S0172,S0161,23,9,45,35,0.0625
S0172,S0162,24,7,45,34,0.126582
S0172,S0163,21,4,45,38,0.156627
S0172,S0164,22,1,45,40,0.235294
S0172,S0165,21,2,45,39,0.202381
S0172,S0169,22,7,45,35,0.1
S0172,S0170,20,2,45,34,0.202532
S0172,S0171,35,3,45,59,0.278846
S0172,S0172,45,0,45,45,0.5
S0172,S0173,25,6,45,43,0.147727
S0172,S0174,25,4,45,43,0.193182
S0172,S0175,13,3,45,26,0.0985915
S0172,S0176,23,3,45,46,0.186813
S0172,S0177,14,3,45,33,0.102564
S0172,S0181,23,0,45,32,0.298701
S0172,S0182,17,4,45,41,0.104651
S0172,S0183,23,6,45,46,0.120879
S0172,S0184,19,2,45,44,0.168539
S0172,S0185,12,3,45,25,0.0857143
S0172,S0186,21,4,45,37,0.158537
S0172,S0187,17,1,45,31,0.197368
S0172,S0188,16,3,45,30,0.133333
S0172,S0189,19,7,45,40,0.0588235
S0173,S0001,19,7,43,34,0.0649351
S0173,S0002,34,1,43,70,0.283186
S0173,S0004,15,8,43,31,-0.0135135
S0173,S0005,19,5,43,44,0.103448
S0173,S0006,25,4,43,43,0.197674
S0173,S0007,11,7,43,30,-0.0410959
S0173,S0008,16,5,43,38,0.0740741
S0173,S0009,17,7,43,28,0.0422535
S0173,S0015,26,4,43,56,0.181818
S0173,S0016,23,11,43,40,0.0120482
S0173,S0017,18,4,43,40,0.120482
S0173,S0018,30,1,43,57,0.28
S0173,S0019,16,4,43,38,0.0987654
S0173,S0020,22,6,43,38,0.123457
S0173,S0021,20,10,43,33,0
S0173,S0025,23,7,43,44,0.103448
S0173,S0026,20,10,43,33,0
S0173,S0027,21,9,43,37,0.0375
S0173,S0028,21,6,43,40,0.108434
S0173,S0029,13,9,43,32,-0.0666667
S0173,S0030,14,7,43,31,0
S0173,S0031,22,9,43,34,0.0519481
S0173,S0032,20,4,43,43,0.139535
S0173,S0033,19,6,43,38,0.0864198
S0173,S0037,23,2,43,45,0.215909
S0173,S0038,17,9,43,32,-0.0133333
S0173,S0039,21,10,43,34,0.012987
S0173,S0040,17,6,43,36,0.0632911
S0173,S0041,27,9,43,45,0.102273
S0173,S0042,19,7,43,40,0.060241
S0173,S0043,32,6,43,51,0.212766
S0173,S0044,17,5,43,33,0.0921053
S0173,S0045,26,10,43,38,0.0740741
S0173,S0051,11,9,43,24,-0.104478
S0173,S0052,18,7,43,36,0.0506329
S0173,S0053,13,8,43,27,-0.0428571
S0173,S0054,27,3,43,50,0.225806
S0173,S0055,15,2,43,35,0.141026
S0173,S0056,10,5,43,28,0
S0173,S0057,15,10,43,33,-0.0657895
S0173,S0062,23,10,43,38,0.037037
S0173,S0063,21,9,43,38,0.037037
S0173,S0065,18,6,43,36,0.0759494
S0173,S0066,24,8,43,44,0.091954
S0173,S0068,22,4,43,44,0.16092
S0173,S0069,16,6,43,36,0.0506329
S0173,S0073,17,8,43,38,0.0123457
S0173,S0074,9,10,43,29,-0.152778
S0173,S0075,19,4,43,40,0.13253
S0173,S0076,17,11,43,31,-0.0675676
S0173,S0077,12,10,43,26,-0.115942
S0173,S0078,26,5,43,45,0.181818
S0173,S0079,20,4,43,38,0.148148
S0173,S0080,25,7,43,41,0.130952
S0173,S0081,29,9,43,45,0.125
S0173,S0085,21,10,43,32,0.0133333
S0173,S0087,22,9,43,35,0.0512821
S0173,S0088,14,9,43,29,-0.0555556
S0173,S0089,27,7,43,48,0.142857
S0173,S0090,19,11,43,35,-0.0384615
S0173,S0091,22,6,43,39,0.121951
S0173,S0092,18,9,43,35,0
S0173,S0093,24,7,43,40,0.120482
S0173,S0099,15,6,43,35,0.0384615
S0173,S0101,23,4,43,39,0.182927
S0173,S0102,20,6,43,37,0.1
S0173,S0103,23,1,43,38,0.259259
S0173,S0104,18,10,43,35,-0.025641
S0173,S0105,26,11,43,45,0.0454545
S0173,S0110,27,6,43,49,0.163043
S0173,S0111,23,5,43,42,0.152941
S0173,S0112,32,5,43,49,0.23913
S0173,S0113,17,9,43,32,-0.0133333
S0173,S0114,19,7,43,40,0.060241
S0173,S0116,14,8,43,28,-0.028169
S0173,S0117,15,8,43,29,-0.0138889
S0173,S0121,33,0,43,68,0.297297
S0173,S0123,24,9,43,43,0.0697674
S0173,S0124,25,7,43,47,0.122222
S0173,S0125,13,6,43,25,0.0147059
S0173,S0126,26,13,43,34,0
S0173,S0127,18,10,43,32,-0.0266667
S0173,S0128,22,9,43,37,0.05
S0173,S0129,19,5,43,35,0.115385
S0173,S0134,25,4,43,47,0.188889
S0173,S0135,19,9,43,36,0.0126582
S0173,S0136,16,5,43,28,0.084507
S0173,S0137,23,8,43,38,0.0864198
S0173,S0138,17,5,43,36,0.0886076
S0173,S0139,22,11,43,37,0
S0173,S0141,15,9,43,35,-0.0384615
S0173,S0146,25,4,43,45,0.193182
S0173,S0147,20,9,43,32,0.0266667
S0173,S0148,26,9,43,40,0.0963855
S0173,S0150,20,8,43,31,0.0540541
S0173,S0151,19,2,43,40,0.180723
S0173,S0152,16,8,43,27,0
S0173,S0153,20,7,43,37,0.075
S0173,S0157,18,7,43,34,0.0519481
S0173,S0158,19,9,43,35,0.0128205
S0173,S0159,18,9,43,35,0
S0173,S0161,20,9,43,35,0.025641
S0173,S0162,23,7,43,34,0.116883
S0173,S0163,20,4,43,38,0.148148
S0173,S0164,22,8,43,40,0.0722892
S0173,S0165,18,6,43,39,0.0731707
S0173,S0169,22,10,43,35,0.025641
S0173,S0170,20,9,43,34,0.025974
S0173,S0171,37,3,43,59,0.303922
S0173,S0172,25,6,43,45,0.147727
S0173,S0173,43,0,43,43,0.5
S0173,S0174,27,7,43,43,0.151163
S0173,S0175,15,8,43,26,-0.0144928
S0173,S0176,25,8,43,46,0.101124
S0173,S0177,20,10,43,33,0
S0173,S0181,18,10,43,32,-0.0266667
S0173,S0182,24,7,43,41,0.119048
S0173,S0183,23,7,43,46,0.101124
S0173,S0184,27,7,43,44,0.149425
S0173,S0185,9,11,43,25,-0.191176
S0173,S0186,21,5,43,37,0.1375
S0173,S0187,18,8,43,31,0.027027
S0173,S0188,13,10,43,30,-0.0958904
S0173,S0189,18,4,43,40,0.120482
S0174,S0001,19,5,43,34,0.116883
S0174,S0002,32,0,43,70,0.283186
S0174,S0004,18,8,43,31,0.027027
S0174,S0005,22,4,43,44,0.16092
S0174,S0006,24,3,43,43,0.209302
S0174,S0007,15,3,43,30,0.123288
S0174,S0008,18,4,43,38,0.123457
S0174,S0009,16,7,43,28,0.028169
S0174,S0015,24,1,43,56,0.222222
S0174,S0016,22,5,43,40,0.144578
S0174,S0017,22,5,43,40,0.144578
S0174,S0018,27,1,43,57,0.25
S0174,S0019,18,3,43,38,0.148148
S0174,S0020,23,6,43,38,0.135802
S0174,S0021,20,7,43,33,0.0789474
S0174,S0025,23,7,43,44,0.103448
S0174,S0026,18,7,43,33,0.0526316
S0174,S0027,19,6,43,37,0.0875
S0174,S0028,23,7,43,40,0.108434
S0174,S0029,14,4,43,32,0.08
S0174,S0030,11,5,43,31,0.0135135
S0174,S0031,16,2,43,34,0.155844
S0174,S0032,22,4,43,43,0.162791
S0174,S0033,24,8,43,38,0.0987654
S0174,S0037,24,4,43,45,0.181818
S0174,S0038,19,3,43,32,0.173333
S0174,S0039,19,8,43,34,0.038961
S0174,S0040,18,5,43,36,0.101266
S0174,S0041,24,4,43,45,0.181818
S0174,S0042,19,6,43,40,0.0843373
S0174,S0043,30,5,43,51,0.212766
S0174,S0044,17,3,43,33,0.144737
S0174,S0045,17,4,43,38,0.111111
S0174,S0051,13,4,43,24,0.0746269
S0174,S0052,19,9,43,36,0.0126582
S0174,S0053,14,8,43,27,-0.0285714
S0174,S0054,25,3,43,50,0.204301
S0174,S0055,15,1,43,35,0.166667
S0174,S0056,17,6,43,28,0.0704225
S0174,S0057,20,14,43,33,-0.105263
S0174,S0062,22,5,43,38,0.148148
S0174,S0063,18,4,43,38,0.123457
S0174,S0065,21,6,43,36,0.113924
S0174,S0066,27,7,43,44,0.149425
S0174,S0068,25,4,43,44,0.195402
S0174,S0069,19,9,43,36,0.0126582
S0174,S0073,25,9,43,38,0.0864198
S0174,S0074,15,9,43,29,-0.0416667
S0174,S0075,23,3,43,40,0.204819
S0174,S0076,16,8,43,31,0
S0174,S0077,15,9,43,26,-0.0434783
S0174,S0078,28,4,43,45,0.227273
S0174,S0079,20,2,43,38,0.197531
S0174,S0080,22,8,43,41,0.0714286
S0174,S0081,30,8,43,45,0.159091
S0174,S0085,20,5,43,32,0.133333
S0174,S0087,18,6,43,35,0.0769231
S0174,S0088,16,9,43,29,-0.0277778
S0174,S0089,32,4,43,48,0.263736
S0174,S0090,21,8,43,35,0.0641026
S0174,S0091,20,5,43,39,0.121951
S0174,S0092,22,9,43,35,0.0512821
S0174,S0093,24,6,43,40,0.144578
S0174,S0099,20,6,43,35,0.102564
S0174,S0101,23,6,43,39,0.134146
S0174,S0102,18,5,43,37,0.1
S0174,S0103,22,4,43,38,0.17284
S0174,S0104,24,5,43,35,0.179487
S0174,S0105,25,5,43,45,0.170455
S0174,S0110,23,2,43,49,0.206522
S0174,S0111,21,6,43,42,0.105882
S0174,S0112,27,3,43,49,0.228261
S0174,S0113,20,5,43,32,0.133333
S0174,S0114,25,6,43,40,0.156627
S0174,S0116,17,9,43,28,-0.0140845
S0174,S0117,15,5,43,29,0.0694444
S0174,S0121,32,0,43,68,0.288288
S0174,S0123,21,8,43,43,0.0581395
S0174,S0124,31,1,43,47,0.322222
S0174,S0125,17,9,43,25,-0.0147059
S0174,S0126,24,10,43,34,0.0519481
S0174,S0127,18,8,43,32,0.0266667
S0174,S0128,18,8,43,37,0.025
S0174,S0129,16,4,43,35,0.102564
S0174,S0134,22,4,43,47,0.155556
S0174,S0135,18,8,43,36,0.0253165
S0174,S0136,12,7,43,28,-0.028169
S0174,S0137,23,7,43,38,0.111111
S0174,S0138,22,5,43,36,0.151899
S0174,S0139,23,14,43,37,-0.0625
S0174,S0141,16,6,43,35,0.0512821
S0174,S0146,24,5,43,45,0.159091
S0174,S0147,20,8,43,32,0.0533333
S0174,S0148,25,5,43,40,0.180723
S0174,S0150,20,6,43,31,0.108108
S0174,S0151,19,0,43,40,0.228916
S0174,S0152,15,7,43,27,0.0142857
S0174,S0153,19,6,43,37,0.0875
S0174,S0157,20,5,43,34,0.12987
S0174,S0158,24,5,43,35,0.179487
S0174,S0159,21,7,43,35,0.0897436
S0174,S0161,22,2,43,35,0.230769
S0174,S0162,25,8,43,34,0.116883
S0174,S0163,22,6,43,38,0.123457
S0174,S0164,25,5,43,40,0.180723
S0174,S0165,18,4,43,39,0.121951
S0174,S0169,21,10,43,35,0.0128205
S0174,S0170,21,8,43,34,0.0649351
S0174,S0171,35,0,43,59,0.343137
S0174,S0172,25,4,43,45,0.193182
S0174,S0173,27,7,43,43,0.151163
S0174,S0174,43,0,43,43,0.5
S0174,S0175,16,7,43,26,0.0289855
S0174,S0176,20,4,43,46,0.134831
S0174,S0177,19,8,43,33,0.0394737
S0174,S0181,22,12,43,32,-0.0266667
S0174,S0182,24,6,43,41,0.142857
S0174,S0183,24,6,43,46,0.134831
S0174,S0184,23,5,43,44,0.149425
S0174,S0185,11,6,43,25,-0.0147059
S0174,S0186,21,10,43,37,0.0125
S0174,S0187,18,3,43,31,0.162162
S0174,S0188,13,8,43,30,-0.0410959
S0174,S0189,19,9,43,40,0.0120482
S0175,S0001,13,3,26,34,0.116667
S0175,S0002,19,0,26,70,0.197917
S0175,S0004,10,8,26,31,-0.105263
S0175,S0005,19,12,26,44,-0.0714286
S0175,S0006,14,5,26,43,0.057971
S0175,S0007,10,10,26,30,-0.178571
S0175,S0008,8,4,26,38,0
S0175,S0009,6,4,26,28,-0.037037
S0175,S0015,18,4,26,56,0.121951
S0175,S0016,13,7,26,40,-0.0151515
S0175,S0017,12,6,26,40,0
S0175,S0018,18,5,26,57,0.0963855
S0175,S0019,16,8,26,38,0
S0175,S0020,17,12,26,38,-0.109375
S0175,S0021,8,7,26,33,-0.101695
S0175,S0025,16,7,26,44,0.0285714
S0175,S0026,6,7,26,33,-0.135593
S0175,S0027,10,9,26,37,-0.126984
S0175,S0028,11,9,26,40,-0.106061
S0175,S0029,14,7,26,32,0
S0175,S0030,14,10,26,31,-0.105263
S0175,S0031,10,6,26,34,-0.0333333
S0175,S0032,12,8,26,43,-0.057971
S0175,S0033,13,8,26,38,-0.046875
S0175,S0037,16,6,26,45,0.056338
S0175,S0038,12,3,26,32,0.103448
S0175,S0039,13,11,26,34,-0.15
S0175,S0040,13,11,26,36,-0.145161
S0175,S0041,10,5,26,45,0
S0175,S0042,13,9,26,40,-0.0757576
S0175,S0043,22,5,26,51,0.155844
S0175,S0044,13,7,26,33,-0.0169492
S0175,S0045,10,14,26,38,-0.28125
S0175,S0051,11,11,26,24,-0.22
S0175,S0052,11,13,26,36,-0.241935
S0175,S0053,12,10,26,27,-0.150943
S0175,S0054,14,4,26,50,0.0789474
S0175,S0055,13,3,26,35,0.114754
S0175,S0056,12,15,26,28,-0.333333
S0175,S0057,18,13,26,33,-0.135593
S0175,S0062,11,9,26,38,-0.109375
S0175,S0063,10,6,26,38,-0.03125
S0175,S0065,14,10,26,36,-0.0967742
S0175,S0066,16,8,26,44,0
S0175,S0068,17,9,26,44,-0.0142857
S0175,S0069,15,12,26,36,-0.145161
S0175,S0073,13,10,26,38,-0.109375
S0175,S0074,8,10,26,29,-0.218182
S0175,S0075,10,4,26,40,0.030303
S0175,S0076,11,9,26,31,-0.122807
S0175,S0077,9,11,26,26,-0.25
S0175,S0078,16,5,26,45,0.084507
S0175,S0079,13,8,26,38,-0.046875
S0175,S0080,12,7,26,41,-0.0298507
S0175,S0081,17,11,26,45,-0.0704225
S0175,S0085,14,2,26,32,0.172414
S0175,S0087,12,7,26,35,-0.0327869
S0175,S0088,11,13,26,29,-0.272727
S0175,S0089,20,6,26,48,0.108108
S0175,S0090,9,8,26,35,-0.114754
S0175,S0091,13,9,26,39,-0.0769231
S0175,S0092,9,8,26,35,-0.114754
S0175,S0093,15,5,26,40,0.0757576
S0175,S0099,9,9,26,35,-0.147541
S0175,S0101,16,6,26,39,0.0615385
S0175,S0102,11,9,26,37,-0.111111
S0175,S0103,11,1,26,38,0.140625
S0175,S0104,14,8,26,35,-0.0327869
S0175,S0105,13,6,26,45,0.0140845
S0175,S0110,13,6,26,49,0.0133333
S0175,S0111,8,13,26,42,-0.264706
S0175,S0112,17,3,26,49,0.146667
S0175,S0113,13,6,26,32,0.0172414
S0175,S0114,10,6,26,40,-0.030303
S0175,S0116,12,10,26,28,-0.148148
S0175,S0117,6,3,26,29,0
S0175,S0121,20,3,26,68,0.148936
S0175,S0123,15,7,26,43,0.0144928
S0175,S0124,16,8,26,47,0
S0175,S0125,12,8,26,25,-0.0784314
S0175,S0126,11,8,26,34,-0.0833333
S0175,S0127,10,10,26,32,-0.172414
S0175,S0128,14,6,26,37,0.031746
S0175,S0129,7,7,26,35,-0.114754
S0175,S0134,13,7,26,47,-0.0136986
S0175,S0135,12,9,26,36,-0.0967742
S0175,S0136,10,14,26,28,-0.333333
S0175,S0137,16,12,26,38,-0.125
S0175,S0138,12,7,26,36,-0.0322581
S0175,S0139,14,13,26,37,-0.190476
S0175,S0141,8,8,26,35,-0.131148
S0175,S0146,18,5,26,45,0.112676
S0175,S0147,14,10,26,32,-0.103448
S0175,S0148,11,8,26,40,-0.0757576
S0175,S0150,8,10,26,31,-0.210526
S0175,S0151,13,2,26,40,0.136364
S0175,S0152,10,4,26,27,0.0377358
S0175,S0153,8,4,26,37,0
S0175,S0157,13,9,26,34,-0.0833333
S0175,S0158,15,6,26,35,0.0491803
S0175,S0159,13,6,26,35,0.0163934
S0175,S0161,9,6,26,35,-0.0491803
S0175,S0162,14,12,26,34,-0.166667
S0175,S0163,18,10,26,38,-0.03125
S0175,S0164,17,3,26,40,0.166667
S0175,S0165,15,9,26,39,-0.0461538
S0175,S0169,13,10,26,35,-0.114754
S0175,S0170,15,5,26,34,0.0833333
S0175,S0171,24,0,26,59,0.282353
S0175,S0172,13,3,26,45,0.0985915
S0175,S0173,15,8,26,43,-0.0144928
S0175,S0174,16,7,26,43,0.0289855
S0175,S0175,26,0,26,26,0.5
S0175,S0176,14,7,26,46,0
S0175,S0177,16,4,26,33,0.135593
S0175,S0181,10,8,26,32,-0.103448
S0175,S0182,11,12,26,41,-0.19403
S0175,S0183,15,11,26,46,-0.0972222
S0175,S0184,17,9,26,44,-0.0142857
S0175,S0185,7,9,26,25,-0.215686
S0175,S0186,13,12,26,37,-0.174603
S0175,S0187,14,1,26,31,0.210526
S0175,S0188,9,4,26,30,0.0178571
S0175,S0189,12,4,26,40,0.0606061
S0176,S0001,21,7,46,34,0.0875
S0176,S0002,37,1,46,70,0.301724
S0176,S0004,15,6,46,31,0.038961
S0176,S0005,25,10,46,44,0.0555556
S0176,S0006,22,2,46,43,0.202247
S0176,S0007,16,8,46,30,0
S0176,S0008,19,3,46,38,0.154762
S0176,S0009,13,5,46,28,0.0405405
S0176,S0015,28,2,46,56,0.235294
S0176,S0016,20,7,46,40,0.0697674
S0176,S0017,21,4,46,40,0.151163
S0176,S0018,29,1,46,57,0.262136
S0176,S0019,21,10,46,38,0.0119048
S0176,S0020,16,5,46,38,0.0714286
S0176,S0021,14,7,46,33,0
S0176,S0025,21,5,46,44,0.122222
S0176,S0026,13,4,46,33,0.0632911
S0176,S0027,25,9,46,37,0.0843373
S0176,S0028,20,3,46,40,0.162791
S0176,S0029,20,8,46,32,0.0512821
S0176,S0030,18,6,46,31,0.0779221
S0176,S0031,13,5,46,34,0.0375
S0176,S0032,19,4,46,43,0.123596
S0176,S0033,20,4,46,38,0.142857
S0176,S0037,23,5,46,45,0.142857
S0176,S0038,16,9,46,32,-0.025641
S0176,S0039,19,8,46,34,0.0375
S0176,S0040,24,8,46,36,0.097561
S0176,S0041,20,6,46,45,0.0879121
S0176,S0042,25,8,46,40,0.104651
S0176,S0043,30,7,46,51,0.164948
S0176,S0044,15,6,46,33,0.0379747
S0176,S0045,20,5,46,38,0.119048
S0176,S0051,12,9,46,24,-0.0857143
S0176,S0052,19,6,46,36,0.0853659
S0176,S0053,14,9,46,27,-0.0547945
S0176,S0054,24,6,46,50,0.125
S0176,S0055,16,3,46,35,0.123457
S0176,S0056,12,7,46,28,-0.027027
S0176,S0057,19,8,46,33,0.0379747
