INDV1,INDV2,N_AaAa,N_AAaa,N1_Aa,N2_Aa,RELATEDNESS_PHI
S0114,S0182,17,3,40,41,0.135802
S0114,S0183,17,7,40,46,0.0348837
S0114,S0184,21,5,40,44,0.130952
S0114,S0185,11,2,40,25,0.107692
S0114,S0186,20,7,40,37,0.0779221
S0114,S0187,16,6,40,31,0.056338
S0114,S0188,14,9,40,30,-0.0571429
S0114,S0189,15,4,40,40,0.0875
S0116,S0001,12,11,28,34,-0.16129
S0116,S0002,25,0,28,70,0.255102
S0116,S0004,9,11,28,31,-0.220339
S0116,S0005,17,14,28,44,-0.152778
S0116,S0006,16,7,28,43,0.028169
S0116,S0007,13,12,28,30,-0.189655
S0116,S0008,11,6,28,38,-0.0151515
S0116,S0009,12,10,28,28,-0.142857
S0116,S0015,19,4,28,56,0.130952
S0116,S0016,11,6,28,40,-0.0147059
S0116,S0017,18,11,28,40,-0.0588235
S0116,S0018,22,4,28,57,0.164706
S0116,S0019,15,10,28,38,-0.0757576
S0116,S0020,14,11,28,38,-0.121212
S0116,S0021,14,11,28,33,-0.131148
S0116,S0025,21,3,28,44,0.208333
S0116,S0026,14,8,28,33,-0.0327869
S0116,S0027,8,7,28,37,-0.0923077
S0116,S0028,19,13,28,40,-0.102941
S0116,S0029,12,9,28,32,-0.1
S0116,S0030,11,10,28,31,-0.152542
S0116,S0031,10,6,28,34,-0.0322581
S0116,S0032,13,6,28,43,0.0140845
S0116,S0033,13,12,28,38,-0.166667
S0116,S0037,15,7,28,45,0.0136986
S0116,S0038,12,9,28,32,-0.1
S0116,S0039,16,15,28,34,-0.225806
S0116,S0040,15,10,28,36,-0.078125
S0116,S0041,13,9,28,45,-0.0684932
S0116,S0042,14,10,28,40,-0.0882353
S0116,S0043,19,8,28,51,0.0379747
S0116,S0044,14,10,28,33,-0.0983607
S0116,S0045,11,11,28,38,-0.166667
S0116,S0051,6,9,28,24,-0.230769
S0116,S0052,14,12,28,36,-0.15625
S0116,S0053,13,13,28,27,-0.236364
S0116,S0054,20,5,28,50,0.128205
S0116,S0055,11,4,28,35,0.047619
S0116,S0056,13,12,28,28,-0.196429
S0116,S0057,15,17,28,33,-0.311475
S0116,S0062,15,8,28,38,-0.0151515
S0116,S0063,12,6,28,38,0
S0116,S0065,14,11,28,36,-0.125
S0116,S0066,14,6,28,44,0.0277778
S0116,S0068,14,7,28,44,0
S0116,S0069,12,12,28,36,-0.1875
S0116,S0073,13,10,28,38,-0.106061
S0116,S0074,15,5,28,29,0.0877193
S0116,S0075,12,6,28,40,0
S0116,S0076,11,8,28,31,-0.0847458
S0116,S0077,9,14,28,26,-0.351852
S0116,S0078,15,4,28,45,0.0958904
S0116,S0079,16,9,28,38,-0.030303
S0116,S0080,16,12,28,41,-0.115942
S0116,S0081,16,8,28,45,0
S0116,S0085,11,7,28,32,-0.05
S0116,S0087,20,9,28,35,0.031746
S0116,S0088,16,14,28,29,-0.210526
S0116,S0089,20,7,28,48,0.0789474
S0116,S0090,11,11,28,35,-0.174603
S0116,S0091,12,14,28,39,-0.238806
S0116,S0092,14,12,28,35,-0.15873
S0116,S0093,18,3,28,40,0.176471
S0116,S0099,16,16,28,35,-0.253968
S0116,S0101,14,11,28,39,-0.119403
S0116,S0102,10,10,28,37,-0.153846
S0116,S0103,15,8,28,38,-0.0151515
S0116,S0104,12,10,28,35,-0.126984
S0116,S0105,15,8,28,45,-0.0136986
S0116,S0110,16,6,28,49,0.0519481
S0116,S0111,16,9,28,42,-0.0285714
S0116,S0112,18,7,28,49,0.0519481
S0116,S0113,12,6,28,32,0
S0116,S0114,13,9,28,40,-0.0735294
S0116,S0116,28,0,28,28,0.5
S0116,S0117,15,11,28,29,-0.122807
S0116,S0121,24,1,28,68,0.229167
S0116,S0123,16,7,28,43,0.028169
S0116,S0124,19,7,28,47,0.0666667
S0116,S0125,8,8,28,25,-0.150943
S0116,S0126,13,9,28,34,-0.0806452
S0116,S0127,7,10,28,32,-0.216667
S0116,S0128,17,9,28,37,-0.0153846
S0116,S0129,14,9,28,35,-0.0634921
S0116,S0134,15,3,28,47,0.12
S0116,S0135,14,9,28,36,-0.0625
S0116,S0136,14,13,28,28,-0.214286
S0116,S0137,17,16,28,38,-0.227273
S0116,S0138,12,9,28,36,-0.09375
S0116,S0139,15,4,28,37,0.107692
S0116,S0141,13,8,28,35,-0.047619
S0116,S0146,16,5,28,45,0.0821918
S0116,S0147,12,9,28,32,-0.1
S0116,S0148,15,14,28,40,-0.191176
S0116,S0150,15,11,28,31,-0.118644
S0116,S0151,10,1,28,40,0.117647
S0116,S0152,11,10,28,27,-0.163636
S0116,S0153,13,12,28,37,-0.169231
S0116,S0157,18,15,28,34,-0.193548
S0116,S0158,12,7,28,35,-0.031746
S0116,S0159,16,9,28,35,-0.031746
S0116,S0161,14,13,28,35,-0.190476
S0116,S0162,14,12,28,34,-0.16129
S0116,S0163,14,15,28,38,-0.242424
S0116,S0164,20,5,28,40,0.147059
S0116,S0165,16,8,28,39,0
S0116,S0169,14,14,28,35,-0.222222
S0116,S0170,18,0,28,34,0.290323
S0116,S0171,23,5,28,59,0.149425
S0116,S0172,17,8,28,45,0.0136986
S0116,S0173,14,8,28,43,-0.028169
S0116,S0174,17,9,28,43,-0.0140845
S0116,S0175,12,10,28,26,-0.148148
S0116,S0176,13,8,28,46,-0.0405405
S0116,S0177,14,11,28,33,-0.131148
S0116,S0181,7,7,28,32,-0.116667
S0116,S0182,13,14,28,41,-0.217391
S0116,S0183,13,8,28,46,-0.0405405
S0116,S0184,13,4,28,44,0.0694444
S0116,S0185,10,12,28,25,-0.264151
S0116,S0186,11,9,28,37,-0.107692
S0116,S0187,14,9,28,31,-0.0677966
S0116,S0188,10,10,28,30,-0.172414
S0116,S0189,15,8,28,40,-0.0147059
S0117,S0001,14,6,29,34,0.031746
S0117,S0002,27,1,29,70,0.252525
S0117,S0004,9,14,29,31,-0.316667
S0117,S0005,15,6,29,44,0.0410959
S0117,S0006,15,5,29,43,0.0694444
S0117,S0007,16,12,29,30,-0.135593
S0117,S0008,12,5,29,38,0.0298507
S0117,S0009,13,8,29,28,-0.0526316
S0117,S0015,20,4,29,56,0.141176
S0117,S0016,13,3,29,40,0.101449
S0117,S0017,18,4,29,40,0.144928
S0117,S0018,24,3,29,57,0.209302
S0117,S0019,13,3,29,38,0.104478
S0117,S0020,12,6,29,38,0
S0117,S0021,15,8,29,33,-0.016129
S0117,S0025,16,5,29,44,0.0821918
S0117,S0026,13,10,29,33,-0.112903
S0117,S0027,13,9,29,37,-0.0757576
S0117,S0028,21,8,29,40,0.0724638
S0117,S0029,12,5,29,32,0.0327869
S0117,S0030,12,7,29,31,-0.0333333
S0117,S0031,12,4,29,34,0.0634921
S0117,S0032,14,7,29,43,0
S0117,S0033,13,10,29,38,-0.104478
S0117,S0037,14,6,29,45,0.027027
S0117,S0038,16,1,29,32,0.229508
S0117,S0039,11,6,29,34,-0.015873
S0117,S0040,16,6,29,36,0.0615385
S0117,S0041,16,9,29,45,-0.027027
S0117,S0042,18,6,29,40,0.0869565
S0117,S0043,20,6,29,51,0.1
S0117,S0044,11,3,29,33,0.0806452
S0117,S0045,12,11,29,38,-0.149254
S0117,S0051,7,6,29,24,-0.0943396
S0117,S0052,11,7,29,36,-0.0461538
S0117,S0053,12,6,29,27,0
S0117,S0054,25,3,29,50,0.240506
S0117,S0055,10,3,29,35,0.0625
S0117,S0056,12,10,29,28,-0.140351
S0117,S0057,8,11,29,33,-0.225806
S0117,S0062,18,14,29,38,-0.149254
S0117,S0063,12,5,29,38,0.0298507
S0117,S0065,12,4,29,36,0.0615385
S0117,S0066,16,5,29,44,0.0821918
S0117,S0068,15,7,29,44,0.0136986
S0117,S0069,15,11,29,36,-0.107692
S0117,S0073,13,9,29,38,-0.0746269
S0117,S0074,10,4,29,29,0.0344828
S0117,S0075,19,4,29,40,0.15942
S0117,S0076,14,9,29,31,-0.0666667
S0117,S0077,8,11,29,26,-0.254545
S0117,S0078,14,5,29,45,0.0540541
S0117,S0079,19,6,29,38,0.104478
S0117,S0080,16,10,29,41,-0.0571429
S0117,S0081,16,11,29,45,-0.0810811
S0117,S0085,17,1,29,32,0.245902
S0117,S0087,14,5,29,35,0.0625
S0117,S0088,13,10,29,29,-0.12069
S0117,S0089,18,6,29,48,0.0779221
S0117,S0090,13,6,29,35,0.015625
S0117,S0091,17,11,29,39,-0.0735294
S0117,S0092,14,7,29,35,0
S0117,S0093,14,8,29,40,-0.0289855
S0117,S0099,14,12,29,35,-0.15625
S0117,S0101,14,5,29,39,0.0588235
S0117,S0102,13,7,29,37,-0.0151515
S0117,S0103,13,5,29,38,0.0447761
S0117,S0104,12,3,29,35,0.09375
S0117,S0105,20,5,29,45,0.135135
S0117,S0110,15,4,29,49,0.0897436
S0117,S0111,11,10,29,42,-0.126761
S0117,S0112,19,3,29,49,0.166667
S0117,S0113,13,8,29,32,-0.0491803
S0117,S0114,14,7,29,40,0
S0117,S0116,15,11,29,28,-0.122807
S0117,S0117,29,0,29,29,0.5
S0117,S0121,25,2,29,68,0.216495
S0117,S0123,14,10,29,43,-0.0833333
S0117,S0124,18,8,29,47,0.0263158
S0117,S0125,8,7,29,25,-0.111111
S0117,S0126,15,9,29,34,-0.047619
S0117,S0127,13,12,29,32,-0.180328
S0117,S0128,18,6,29,37,0.0909091
S0117,S0129,11,6,29,35,-0.015625
S0117,S0134,16,5,29,47,0.0789474
S0117,S0135,14,8,29,36,-0.0307692
S0117,S0136,11,14,29,28,-0.298246
S0117,S0137,14,8,29,38,-0.0298507
S0117,S0138,17,8,29,36,0.0153846
S0117,S0139,17,11,29,37,-0.0757576
S0117,S0141,16,5,29,35,0.09375
S0117,S0146,16,7,29,45,0.027027
S0117,S0147,11,8,29,32,-0.0819672
S0117,S0148,17,8,29,40,0.0144928
S0117,S0150,9,7,29,31,-0.0833333
S0117,S0151,12,1,29,40,0.144928
S0117,S0152,14,0,29,27,0.25
S0117,S0153,18,8,29,37,0.030303
S0117,S0157,16,7,29,34,0.031746
S0117,S0158,9,6,29,35,-0.046875
S0117,S0159,18,8,29,35,0.03125
S0117,S0161,16,10,29,35,-0.0625
S0117,S0162,15,9,29,34,-0.047619
S0117,S0163,8,6,29,38,-0.0597015
S0117,S0164,17,0,29,40,0.246377
S0117,S0165,14,6,29,39,0.0294118
S0117,S0169,12,4,29,35,0.0625
S0117,S0170,12,7,29,34,-0.031746
S0117,S0171,22,0,29,59,0.25
S0117,S0172,19,5,29,45,0.121622
S0117,S0173,15,8,29,43,-0.0138889
S0117,S0174,15,5,29,43,0.0694444
S0117,S0175,6,3,29,26,0
S0117,S0176,19,12,29,46,-0.0666667
S0117,S0177,10,1,29,33,0.129032
S0117,S0181,12,9,29,32,-0.0983607
S0117,S0182,15,11,29,41,-0.1
S0117,S0183,13,7,29,46,-0.0133333
S0117,S0184,11,2,29,44,0.0958904
S0117,S0185,12,9,29,25,-0.111111
S0117,S0186,9,11,29,37,-0.19697
S0117,S0187,17,0,29,31,0.283333
S0117,S0188,12,8,29,30,-0.0677966
S0117,S0189,15,12,29,40,-0.130435
S0121,S0001,29,1,68,34,0.264706
S0121,S0002,62,0,68,70,0.449275
S0121,S0004,21,0,68,31,0.212121
S0121,S0005,34,3,68,44,0.25
S0121,S0006,41,0,68,43,0.369369
S0121,S0007,23,1,68,30,0.214286
S0121,S0008,30,1,68,38,0.264151
S0121,S0009,21,1,68,28,0.197917
S0121,S0015,51,0,68,56,0.41129
S0121,S0016,32,3,68,40,0.240741
S0121,S0017,29,0,68,40,0.268519
S0121,S0018,55,0,68,57,0.44
S0121,S0019,33,4,68,38,0.235849
S0121,S0020,30,1,68,38,0.264151
S0121,S0021,24,1,68,33,0.217822
S0121,S0025,34,0,68,44,0.303571
S0121,S0026,28,2,68,33,0.237624
S0121,S0027,25,0,68,37,0.238095
S0121,S0028,33,2,68,40,0.268519
S0121,S0029,21,2,68,32,0.17
S0121,S0030,22,2,68,31,0.181818
S0121,S0031,27,1,68,34,0.245098
S0121,S0032,39,0,68,43,0.351351
S0121,S0033,24,0,68,38,0.226415
S0121,S0037,36,0,68,45,0.318584
S0121,S0038,23,1,68,32,0.21
S0121,S0039,24,4,68,34,0.156863
S0121,S0040,26,1,68,36,0.230769
S0121,S0041,30,1,68,45,0.247788
S0121,S0042,28,1,68,40,0.240741
S0121,S0043,36,0,68,51,0.302521
S0121,S0044,26,1,68,33,0.237624
S0121,S0045,30,3,68,38,0.226415
S0121,S0051,19,0,68,24,0.206522
S0121,S0052,23,0,68,36,0.221154
S0121,S0053,21,1,68,27,0.2
S0121,S0054,39,0,68,50,0.330508
S0121,S0055,26,0,68,35,0.252427
S0121,S0056,23,0,68,28,0.239583
S0121,S0057,24,3,68,33,0.178218
S0121,S0062,32,3,68,38,0.245283
S0121,S0063,23,0,68,38,0.216981
S0121,S0065,30,1,68,36,0.269231
S0121,S0066,32,1,68,44,0.267857
S0121,S0068,36,0,68,44,0.321429
S0121,S0069,27,0,68,36,0.259615
S0121,S0073,30,4,68,38,0.207547
S0121,S0074,23,4,68,29,0.154639
S0121,S0075,27,0,68,40,0.25
S0121,S0076,24,4,68,31,0.161616
S0121,S0077,17,3,68,26,0.117021
S0121,S0078,29,0,68,45,0.256637
S0121,S0079,26,1,68,38,0.226415
S0121,S0080,31,1,68,41,0.266055
S0121,S0081,35,1,68,45,0.292035
S0121,S0085,26,2,68,32,0.22
S0121,S0087,25,1,68,35,0.223301
S0121,S0088,22,3,68,29,0.164948
S0121,S0089,36,0,68,48,0.310345
S0121,S0090,26,4,68,35,0.174757
S0121,S0091,31,2,68,39,0.252336
S0121,S0092,25,0,68,35,0.242718
S0121,S0093,34,3,68,40,0.259259
S0121,S0099,25,2,68,35,0.203883
S0121,S0101,32,2,68,39,0.261682
S0121,S0102,29,1,68,37,0.257143
S0121,S0103,27,0,68,38,0.254717
S0121,S0104,25,0,68,35,0.242718
S0121,S0105,34,3,68,45,0.247788
S0121,S0110,43,0,68,49,0.367521
S0121,S0111,33,2,68,42,0.263636
S0121,S0112,36,0,68,49,0.307692
S0121,S0113,27,3,68,32,0.21
S0121,S0114,28,0,68,40,0.259259
S0121,S0116,24,1,68,28,0.229167
S0121,S0117,25,2,68,29,0.216495
S0121,S0121,68,0,68,68,0.5
S0121,S0123,32,1,68,43,0.27027
S0121,S0124,35,0,68,47,0.304348
S0121,S0125,14,2,68,25,0.107527
S0121,S0126,26,0,68,34,0.254902
S0121,S0127,22,0,68,32,0.22
S0121,S0128,30,3,68,37,0.228571
S0121,S0129,28,1,68,35,0.252427
S0121,S0134,44,0,68,47,0.382609
S0121,S0135,31,5,68,36,0.201923
S0121,S0136,21,1,68,28,0.197917
S0121,S0137,28,1,68,38,0.245283
S0121,S0138,30,2,68,36,0.25
S0121,S0139,30,4,68,37,0.209524
S0121,S0141,25,1,68,35,0.223301
S0121,S0146,36,1,68,45,0.300885
S0121,S0147,25,3,68,32,0.19
S0121,S0148,32,0,68,40,0.296296
S0121,S0150,26,2,68,31,0.222222
S0121,S0151,30,0,68,40,0.277778
S0121,S0152,24,3,68,27,0.189474
S0121,S0153,33,2,68,37,0.27619
S0121,S0157,28,2,68,34,0.235294
S0121,S0158,27,3,68,35,0.203883
S0121,S0159,28,3,68,35,0.213592
S0121,S0161,25,1,68,35,0.223301
S0121,S0162,26,3,68,34,0.196078
S0121,S0163,27,2,68,38,0.216981
S0121,S0164,32,2,68,40,0.259259
S0121,S0165,37,0,68,39,0.345794
S0121,S0169,27,3,68,35,0.203883
S0121,S0170,29,3,68,34,0.22549
S0121,S0171,45,0,68,59,0.354331
S0121,S0172,36,0,68,45,0.318584
S0121,S0173,33,0,68,43,0.297297
S0121,S0174,32,0,68,43,0.288288
S0121,S0175,20,3,68,26,0.148936
S0121,S0176,35,1,68,46,0.289474
S0121,S0177,25,3,68,33,0.188119
S0121,S0181,23,2,68,32,0.19
S0121,S0182,31,1,68,41,0.266055
S0121,S0183,35,4,68,46,0.236842
S0121,S0184,34,0,68,44,0.303571
S0121,S0185,22,3,68,25,0.172043
S0121,S0186,25,0,68,37,0.238095
S0121,S0187,24,1,68,31,0.222222
S0121,S0188,23,3,68,30,0.173469
S0121,S0189,32,3,68,40,0.240741
S0123,S0001,19,6,43,34,0.0909091
S0123,S0002,33,1,43,70,0.274336
S0123,S0004,18,6,43,31,0.0810811
S0123,S0005,18,8,43,44,0.0229885
S0123,S0006,24,5,43,43,0.162791
S0123,S0007,17,7,43,30,0.0410959
S0123,S0008,22,6,43,38,0.123457
S0123,S0009,18,12,43,28,-0.084507
S0123,S0015,29,1,43,56,0.272727
S0123,S0016,20,7,43,40,0.0722892
S0123,S0017,22,8,43,40,0.0722892
S0123,S0018,26,1,43,57,0.24
S0123,S0019,16,6,43,38,0.0493827
S0123,S0020,17,10,43,38,-0.037037
S0123,S0021,21,15,43,33,-0.118421
S0123,S0025,25,7,43,44,0.126437
S0123,S0026,19,7,43,33,0.0657895
S0123,S0027,18,12,43,37,-0.075
S0123,S0028,24,8,43,40,0.0963855
S0123,S0029,18,12,43,32,-0.08
S0123,S0030,17,7,43,31,0.0405405
S0123,S0031,21,8,43,34,0.0649351
S0123,S0032,19,4,43,43,0.127907
S0123,S0033,28,4,43,38,0.246914
S0123,S0037,23,9,43,45,0.0568182
S0123,S0038,17,9,43,32,-0.0133333
S0123,S0039,13,8,43,34,-0.038961
S0123,S0040,16,4,43,36,0.101266
S0123,S0041,22,8,43,45,0.0681818
S0123,S0042,22,11,43,40,0
S0123,S0043,26,5,43,51,0.170213
S0123,S0044,17,6,43,33,0.0657895
S0123,S0045,23,6,43,38,0.135802
S0123,S0051,13,8,43,24,-0.0447761
S0123,S0052,14,5,43,36,0.0506329
S0123,S0053,15,10,43,27,-0.0714286
S0123,S0054,26,8,43,50,0.107527
S0123,S0055,15,5,43,35,0.0641026
S0123,S0056,16,9,43,28,-0.028169
S0123,S0057,15,0,43,33,0.197368
S0123,S0062,17,7,43,38,0.037037
S0123,S0063,20,4,43,38,0.148148
S0123,S0065,18,6,43,36,0.0759494
S0123,S0066,21,6,43,44,0.103448
S0123,S0068,22,7,43,44,0.091954
S0123,S0069,18,0,43,36,0.227848
S0123,S0073,18,10,43,38,-0.0246914
S0123,S0074,10,6,43,29,-0.0277778
S0123,S0075,17,5,43,40,0.0843373
S0123,S0076,15,5,43,31,0.0675676
S0123,S0077,18,11,43,26,-0.057971
S0123,S0078,23,8,43,45,0.0795455
S0123,S0079,18,3,43,38,0.148148
S0123,S0080,18,1,43,41,0.190476
S0123,S0081,24,1,43,45,0.25
S0123,S0085,15,8,43,32,-0.0133333
S0123,S0087,18,4,43,35,0.128205
S0123,S0088,12,8,43,29,-0.0555556
S0123,S0089,27,5,43,48,0.186813
S0123,S0090,20,9,43,35,0.025641
S0123,S0091,20,7,43,39,0.0731707
S0123,S0092,18,8,43,35,0.025641
S0123,S0093,20,4,43,40,0.144578
S0123,S0099,18,10,43,35,-0.025641
S0123,S0101,22,9,43,39,0.0487805
S0123,S0102,20,12,43,37,-0.05
S0123,S0103,18,9,43,38,0
S0123,S0104,17,8,43,35,0.0128205
S0123,S0105,23,7,43,45,0.102273
S0123,S0110,22,5,43,49,0.130435
S0123,S0111,23,10,43,42,0.0352941
S0123,S0112,26,3,43,49,0.217391
S0123,S0113,10,7,43,32,-0.0533333
S0123,S0114,22,13,43,40,-0.0481928
S0123,S0116,16,7,43,28,0.028169
S0123,S0117,14,10,43,29,-0.0833333
S0123,S0121,32,1,43,68,0.27027
S0123,S0123,43,0,43,43,0.5
S0123,S0124,21,7,43,47,0.0777778
S0123,S0125,11,7,43,25,-0.0441176
S0123,S0126,22,8,43,34,0.0779221
S0123,S0127,15,13,43,32,-0.146667
S0123,S0128,15,6,43,37,0.0375
S0123,S0129,22,7,43,35,0.102564
S0123,S0134,19,4,43,47,0.122222
S0123,S0135,19,6,43,36,0.0886076
S0123,S0136,17,9,43,28,-0.0140845
S0123,S0137,22,12,43,38,-0.0246914
S0123,S0138,14,5,43,36,0.0506329
S0123,S0139,15,9,43,37,-0.0375
S0123,S0141,16,5,43,35,0.0769231
S0123,S0146,26,3,43,45,0.227273
S0123,S0147,17,11,43,32,-0.0666667
S0123,S0148,23,9,43,40,0.060241
S0123,S0150,21,10,43,31,0.0135135
S0123,S0151,19,2,43,40,0.180723
S0123,S0152,13,8,43,27,-0.0428571
S0123,S0153,18,11,43,37,-0.05
S0123,S0157,18,7,43,34,0.0519481
S0123,S0158,15,8,43,35,-0.0128205
S0123,S0159,18,8,43,35,0.025641
S0123,S0161,20,10,43,35,0
S0123,S0162,15,4,43,34,0.0909091
S0123,S0163,25,12,43,38,0.0123457
S0123,S0164,17,3,43,40,0.13253
S0123,S0165,20,5,43,39,0.121951
S0123,S0169,13,9,43,35,-0.0641026
S0123,S0170,16,4,43,34,0.103896
S0123,S0171,32,2,43,59,0.27451
S0123,S0172,28,8,43,45,0.136364
S0123,S0173,24,9,43,43,0.0697674
S0123,S0174,21,8,43,43,0.0581395
S0123,S0175,15,7,43,26,0.0144928
S0123,S0176,23,3,43,46,0.191011
S0123,S0177,12,6,43,33,0
S0123,S0181,11,6,43,32,-0.0133333
S0123,S0182,20,8,43,41,0.047619
S0123,S0183,20,13,43,46,-0.0674157
S0123,S0184,20,3,43,44,0.16092
S0123,S0185,11,8,43,25,-0.0735294
S0123,S0186,17,5,43,37,0.0875
S0123,S0187,15,6,43,31,0.0405405
S0123,S0188,11,4,43,30,0.0410959
S0123,S0189,17,7,43,40,0.0361446
S0124,S0001,24,7,47,34,0.123457
S0124,S0002,40,0,47,70,0.34188
S0124,S0004,9,6,47,31,-0.0384615
S0124,S0005,25,8,47,44,0.0989011
S0124,S0006,22,4,47,43,0.155556
S0124,S0007,18,8,47,30,0.025974
S0124,S0008,20,3,47,38,0.164706
S0124,S0009,22,10,47,28,0.0266667
S0124,S0015,30,0,47,56,0.291262
S0124,S0016,21,3,47,40,0.172414
S0124,S0017,25,7,47,40,0.126437
S0124,S0018,32,1,47,57,0.288462
S0124,S0019,21,4,47,38,0.152941
S0124,S0020,20,4,47,38,0.141176
S0124,S0021,23,5,47,33,0.1625
S0124,S0025,25,6,47,44,0.142857
S0124,S0026,17,8,47,33,0.0125
S0124,S0027,19,6,47,37,0.0833333
S0124,S0028,27,7,47,40,0.149425
S0124,S0029,20,5,47,32,0.126582
S0124,S0030,15,7,47,31,0.0128205
S0124,S0031,21,4,47,34,0.160494
S0124,S0032,22,3,47,43,0.177778
S0124,S0033,23,10,47,38,0.0352941
S0124,S0037,26,5,47,45,0.173913
S0124,S0038,17,4,47,32,0.113924
S0124,S0039,26,12,47,34,0.0246914
S0124,S0040,21,8,47,36,0.060241
S0124,S0041,30,4,47,45,0.23913
S0124,S0042,22,8,47,40,0.0689655
S0124,S0043,29,5,47,51,0.193878
S0124,S0044,21,9,47,33,0.0375
S0124,S0045,14,8,47,38,-0.0235294
S0124,S0051,10,5,47,24,0
S0124,S0052,23,9,47,36,0.060241
S0124,S0053,15,8,47,27,-0.0135135
S0124,S0054,29,3,47,50,0.237113
S0124,S0055,17,1,47,35,0.182927
S0124,S0056,18,4,47,28,0.133333
S0124,S0057,21,14,47,33,-0.0875
S0124,S0062,26,6,47,38,0.164706
S0124,S0063,22,5,47,38,0.141176
S0124,S0065,16,8,47,36,0
S0124,S0066,31,6,47,44,0.208791
S0124,S0068,24,3,47,44,0.197802
S0124,S0069,23,9,47,36,0.060241
S0124,S0073,21,6,47,38,0.105882
S0124,S0074,17,6,47,29,0.0657895
S0124,S0075,26,6,47,40,0.16092
S0124,S0076,15,7,47,31,0.0128205
S0124,S0077,16,6,47,26,0.0547945
S0124,S0078,29,5,47,45,0.206522
S0124,S0079,28,6,47,38,0.188235
S0124,S0080,26,9,47,41,0.0909091
S0124,S0081,24,7,47,45,0.108696
S0124,S0085,17,7,47,32,0.0379747
S0124,S0087,21,8,47,35,0.0609756
S0124,S0088,19,6,47,29,0.0921053
S0124,S0089,32,4,47,48,0.252632
S0124,S0090,21,7,47,35,0.0853659
S0124,S0091,26,9,47,39,0.0930233
S0124,S0092,23,8,47,35,0.0853659
S0124,S0093,27,4,47,40,0.218391
S0124,S0099,18,8,47,35,0.0243902
S0124,S0101,24,10,47,39,0.0465116
S0124,S0102,21,7,47,37,0.0833333
S0124,S0103,21,6,47,38,0.105882
S0124,S0104,23,2,47,35,0.231707
S0124,S0105,22,1,47,45,0.217391
S0124,S0110,23,2,47,49,0.197917
S0124,S0111,23,5,47,42,0.146067
S0124,S0112,27,3,47,49,0.21875
S0124,S0113,20,3,47,32,0.177215
S0124,S0114,25,9,47,40,0.0804598
S0124,S0116,19,7,47,28,0.0666667
S0124,S0117,18,8,47,29,0.0263158
S0124,S0121,35,0,47,68,0.304348
S0124,S0123,21,7,47,43,0.0777778
S0124,S0124,47,0,47,47,0.5
S0124,S0125,15,7,47,25,0.0138889
S0124,S0126,22,7,47,34,0.0987654
S0124,S0127,19,8,47,32,0.0379747
S0124,S0128,20,9,47,37,0.0238095
S0124,S0129,14,3,47,35,0.097561
S0124,S0134,26,2,47,47,0.234043
S0124,S0135,18,6,47,36,0.0722892
S0124,S0136,11,7,47,28,-0.04
S0124,S0137,20,9,47,38,0.0235294
S0124,S0138,20,7,47,36,0.0722892
S0124,S0139,22,5,47,37,0.142857
S0124,S0141,21,6,47,35,0.109756
S0124,S0146,28,6,47,45,0.173913
S0124,S0147,17,5,47,32,0.0886076
S0124,S0148,22,3,47,40,0.183908
S0124,S0150,17,7,47,31,0.0384615
S0124,S0151,20,1,47,40,0.206897
S0124,S0152,18,8,47,27,0.027027
S0124,S0153,20,7,47,37,0.0714286
S0124,S0157,24,11,47,34,0.0246914
S0124,S0158,21,5,47,35,0.134146
S0124,S0159,21,7,47,35,0.0853659
S0124,S0161,22,7,47,35,0.097561
S0124,S0162,25,5,47,34,0.185185
S0124,S0163,23,9,47,38,0.0588235
S0124,S0164,22,5,47,40,0.137931
S0124,S0165,19,3,47,39,0.151163
S0124,S0169,23,13,47,35,-0.0365854
S0124,S0170,21,5,47,34,0.135802
S0124,S0171,34,0,47,59,0.320755
S0124,S0172,29,3,47,45,0.25
S0124,S0173,25,7,47,43,0.122222
S0124,S0174,31,1,47,43,0.322222
S0124,S0175,16,8,47,26,0
S0124,S0176,25,4,47,46,0.182796
S0124,S0177,18,6,47,33,0.075
S0124,S0181,23,8,47,32,0.0886076
S0124,S0182,17,5,47,41,0.0795455
S0124,S0183,28,8,47,46,0.129032
S0124,S0184,24,6,47,44,0.131868
S0124,S0185,9,4,47,25,0.0138889
S0124,S0186,24,10,47,37,0.047619
S0124,S0187,18,8,47,31,0.025641
S0124,S0188,17,8,47,30,0.012987
S0124,S0189,21,6,47,40,0.103448
S0125,S0001,10,7,25,34,-0.0677966
S0125,S0002,15,0,25,70,0.157895
S0125,S0004,13,12,25,31,-0.196429
S0125,S0005,12,12,25,44,-0.173913
S0125,S0006,9,7,25,43,-0.0735294
S0125,S0007,10,16,25,30,-0.4
S0125,S0008,7,4,25,38,-0.015873
S0125,S0009,6,12,25,28,-0.339623
S0125,S0015,11,4,25,56,0.037037
S0125,S0016,9,10,25,40,-0.169231
S0125,S0017,14,8,25,40,-0.0307692
S0125,S0018,11,3,25,57,0.0609756
S0125,S0019,12,6,25,38,0
S0125,S0020,15,6,25,38,0.047619
S0125,S0021,9,13,25,33,-0.293103
S0125,S0025,16,9,25,44,-0.0289855
S0125,S0026,9,10,25,33,-0.189655
S0125,S0027,8,12,25,37,-0.258065
S0125,S0028,9,9,25,40,-0.138462
S0125,S0029,9,6,25,32,-0.0526316
S0125,S0030,10,9,25,31,-0.142857
